,accuracy,cohen-kappa,f1-score,precision,recall,specificity
always_0,0.3391770889410761,0.0,0.16884851238968587,0.11305902964702537,0.3333333333333333,0.6666666666666666
always_1,0.5384239284497533,0.0,0.23332273958770042,0.17947464281658443,0.3333333333333333,0.6666666666666666
always_2,0.12239898260917056,0.0,0.07270081584514468,0.040799660869723524,0.3333333333333333,0.6666666666666666
CNN_20_HRV,0.6784738097281496,0.3871834522427474,0.5974048976804704,0.6179927654462681,0.5855933835065477,0.8062271366655303
CNN_50_HRV,0.7012896833136981,0.44224431481267057,0.6270120267700107,0.6470737956991937,0.6164075685535538,0.8193722959672628
CNN_100_HRV,0.7100020025330743,0.4765634126116818,0.6519634909958226,0.6530412517143046,0.6517143136011211,0.8331223549942145
LSTM_20_HRV,0.7027148626964498,0.40753973552384937,0.6210718842282392,0.648294040859336,0.6059977631285965,0.8209756701149641
LSTM_50_HRV,0.7273278146642637,0.4725848667658469,0.6585604038851228,0.6830285616549499,0.6430943449193505,0.835757822106559
LSTM_100_HRV,0.7367657270365371,0.5116661238610222,0.673281502939519,0.6914917204811651,0.6614559072577676,0.8414691780206732
SGD_hinge,0.5908252776889208,0.18065350656949453,0.37005580724888615,0.40142505250213384,0.40176296458322946,0.7177842903609579
SGD_log,0.5961775024511525,0.19303039558787216,0.39245701588592513,0.3907061650243027,0.4182753901927363,0.7308911512357312
SGD_perceptron,0.3977056692491541,0.03226978135764602,0.34446664182229786,0.4040499972590795,0.355141929858712,0.6955994933214837
Random_forest_300,0.5947991355298781,0.1993464317821112,0.40723596623675373,0.48679301583587814,0.42822755851067495,0.7373972847585123
stages,1.0,1.0,1.0,1.0,1.0,1.0
