,accuracy,cohen-kappa,f1-score,precision,recall,specificity
always_0,0.3391770889410761,0.0,0.16884851238968587,0.11305902964702537,0.3333333333333333,0.6666666666666666
always_1,0.5384239284497533,0.0,0.23332273958770042,0.17947464281658443,0.3333333333333333,0.6666666666666666
always_2,0.12239898260917056,0.0,0.07270081584514468,0.040799660869723524,0.3333333333333333,0.6666666666666666
CNN_20_ENMO,0.6941507829384183,0.475942964504361,0.4840941837404147,0.4815792396016292,0.5055942982128127,0.7917326831731731
CNN_50_ENMO,0.7045223438479323,0.49949342187065304,0.4935207140646276,0.48821591776974677,0.5155346314239694,0.7989539890867062
CNN_100_ENMO,0.7094038433030873,0.5102900444588062,0.4978001632156516,0.7648625494139701,0.5197769001626485,0.8020125299822017
LSTM_20_ENMO,0.6964523956277161,0.4866482706849665,0.48853758641261136,0.47565458234194596,0.5126477778868738,0.796589932496472
LSTM_50_ENMO,0.7076145669977348,0.5104245679987052,0.4980480783159958,0.4835586717041329,0.5227720710857277,0.8039861954033541
LSTM_100_ENMO,0.7132398644519171,0.5250123620518498,0.5049924905287774,0.5847665635097679,0.5292860242637502,0.8083128441395525
SGD_hinge,0.6945694943994091,0.47784131278129227,0.48313564600218123,0.48772781168798773,0.5033064265351421,0.7900141704283593
SGD_log,0.6974302559341297,0.48863210897642273,0.4883823517120254,0.48010585476688866,0.5111335805972933,0.7955000326738069
SGD_perceptron,0.5659054440292006,0.27345213030904336,0.4892506669760613,0.5474886443594275,0.4794139855318839,0.7692379004803258
Random_forest_300,0.685082168873354,0.4708817755800938,0.49474828715485497,0.5373218846405515,0.5106119303914086,0.793152053410374
stages,1.0,1.0,1.0,1.0,1.0,1.0
