,accuracy,cohen-kappa,f1-score,precision,recall,specificity
always_0,0.3391770889410761,0.0,0.0,0.0,0.0,1.0
always_1,0.6608229110589239,0.0,0.7957776914789667,0.6608229110589239,1.0,0.0
CNN_20_ENMO,0.8125238938605457,0.551641318688177,0.8675389966796088,0.8136792615418554,0.9290344162616344,0.5855250042172093
CNN_50_ENMO,0.8429988062822323,0.6310585958631618,0.8872364151905543,0.8443846350759429,0.9346701037013715,0.6643944854237912
CNN_100_ENMO,0.8474121811226148,0.6394772757797454,0.8909673414926949,0.8440315612687883,0.9434306066628623,0.6603382968608628
LSTM_20_ENMO,0.8149165307804938,0.5680054494308524,0.8662020421170186,0.8292393198082101,0.9066136681162558,0.6362618656933858
LSTM_50_ENMO,0.8382863518268563,0.6317729765406389,0.8802076008576829,0.8621319505770291,0.8990574391467758,0.7198852919075588
LSTM_100_ENMO,0.8426451121288487,0.6364434643748229,0.885115852512337,0.8551249972483729,0.9172868415356461,0.697219708935883
SGD_hinge,0.8127943658601919,0.5504481061934372,0.8682255120739429,0.8116605741980532,0.9332651173773588,0.5780797129230628
SGD_log,0.8145810414732402,0.5605218531481009,0.8678989379442218,0.8200116941455746,0.9217261260552155,0.6058289499915656
SGD_perceptron,0.6612988377506092,0.32030122426382024,0.7095374143287589,0.8187732916057567,0.6260178279777249,0.730037264794737
Random_forest_300,0.8104407393248083,0.5584182917586573,0.8627091252246176,0.8273165057242049,0.9012652747987957,0.6334861752212118
stages,1.0,1.0,1.0,1.0,1.0,1.0
