,accuracy,cohen-kappa,f1-score,precision,recall,specificity
always_0,0.3391770889410761,0.0,0.16884851238968587,0.11305902964702537,0.3333333333333333,0.6666666666666666
always_1,0.5384239284497533,0.0,0.23332273958770042,0.17947464281658443,0.3333333333333333,0.6666666666666666
always_2,0.12239898260917056,0.0,0.07270081584514468,0.040799660869723524,0.3333333333333333,0.6666666666666666
CNN_20_ENMO_HRV,0.7342690624244174,0.5623761912967742,0.6690891931795281,0.6888529952058567,0.6598003448461968,0.8386614522053089
CNN_50_ENMO_HRV,0.7523984884776328,0.6037291348952609,0.6992444768442678,0.6984840564840086,0.7039374377371157,0.8580090370550946
CNN_100_ENMO_HRV,0.7589886427767072,0.6095126915328695,0.7043771017100083,0.7151879583741377,0.6995630636285893,0.856071949588256
LSTM_20_ENMO_HRV,0.7505103858647172,0.5791697963084137,0.6873664962827113,0.7061661841029077,0.6739786537502074,0.8500203432587572
LSTM_50_ENMO_HRV,0.7627310390025824,0.6090261777768531,0.7057942620383768,0.722627163971417,0.6931825050845112,0.8574133124043705
LSTM_100_ENMO_HRV,0.7611316132354433,0.602488269732242,0.6930947268772996,0.7291633681353877,0.6734704586693864,0.8541797900441308
SGD_hinge,0.7005874963915394,0.49218394630198203,0.49000071269314205,0.4860342180076575,0.5117139234667728,0.796096930043408
SGD_log,0.7023975782353262,0.49258480068115695,0.4932645914784762,0.47944767939725286,0.5177811649727385,0.800687559731364
SGD_perceptron,0.6565057618338002,0.3279835915222389,0.4754571693564947,0.4905838958673425,0.48103644416949765,0.7834040910143333
Random_forest_300,0.7045301459248452,0.49982106522534975,0.5119846111756751,0.6337983490069977,0.5270333799893215,0.8037829869197969
stages,1.0,1.0,1.0,1.0,1.0,1.0
