,accuracy,cohen-kappa,f1-score,precision,recall,specificity
always_0,0.3391770889410761,0.0,0.1266363842922644,0.08479427223526903,0.25,0.75
always_1,0.46729239323507915,0.0,0.15923628970937248,0.11682309830876979,0.25,0.75
always_2,0.07113153521467415,0.0,0.03320392168288561,0.017782883803668537,0.25,0.75
always_3,0.12239898260917056,0.0,0.05452561188385851,0.03059974565229264,0.25,0.75
CNN_20_HRV,0.6130429920444822,0.3522516796378041,0.4333199571053469,0.5147088385623374,0.4391634831640704,0.8375400080430485
CNN_50_HRV,0.6338589332480307,0.4050405897486048,0.4673587577045263,0.5797827836762749,0.47336912859249775,0.8480490831071573
CNN_100_HRV,0.6435335086199946,0.4343519223879103,0.49584364351560983,0.5916969986082241,0.4983124399028718,0.8545212085082109
LSTM_20_HRV,0.6387638389339242,0.3825008350566126,0.4605385755280619,0.5914491027100763,0.46324071815763596,0.8485837674194521
LSTM_50_HRV,0.6617955699807289,0.4337405193430762,0.49439104939012496,0.6192009392852968,0.4886450166500301,0.8577301441028815
LSTM_100_HRV,0.6744141290411507,0.46856573152837355,0.5216511915535157,0.6294362919940776,0.509380905762264,0.8634862653464118
SGD_hinge,0.5332225438411705,0.10762820220512292,0.28035849693993875,0.26821553307359014,0.31391863098332484,0.7917958700199696
SGD_log,0.5346165149162707,0.11545929017243084,0.28459600270062557,0.26724264207191273,0.3175007993810149,0.793956409170617
SGD_perceptron,0.24088912468499116,0.003141254831766749,0.22014255129200158,0.3224637966802526,0.2728595438153767,0.7666924580700609
Random_forest_300,0.5331653286104762,0.12572386698527527,0.29398689226501806,0.37201004344432037,0.3226220501171025,0.7961607593400295
stages,1.0,1.0,1.0,1.0,1.0,1.0
